,Unnamed: 0,CV System RMSE,CV X-Recovery L0 Err,CV X-Recovery L2 Err,Cardinality,Experiment,Infeasible System RMSE,Infeasible X-Recovery L0 Err,Infeasible X-Recovery L2 Err,L0 Thresh,M,Method,N,Noise STD,Normalize A,Type A,d_x0,num_bits,type_x0,w_fp,x0_max,x0_min
496,96,0.4635134762980026,50.0,0.6263723129917877,50.0,8.0,0.008631205357909842,33.0,0.6221322624195563,0.1,100.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
497,97,0.6516745362623084,41.0,1.0336665944961478,50.0,8.0,0.6110203855640433,41.0,0.9938214742250204,0.1,100.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
498,98,0.4032280812794309,59.0,0.5734285118829314,50.0,9.0,0.009581933142507505,23.0,0.5673489286325879,0.1,100.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
499,99,0.6538401006528476,37.0,0.9079704401659392,50.0,9.0,0.3779983692412331,36.0,0.9079704401659392,0.1,100.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
500,100,0.4769947538142142,25.0,0.7031702401400218,50.0,10.0,0.18986819603932067,24.0,0.7031702401400218,0.1,100.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
501,101,0.6278396514175769,36.0,0.9055285668098212,50.0,10.0,0.3730028746030583,35.0,0.8989432173492398,0.1,100.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
502,102,0.4507387510711706,31.0,0.5650522746666876,50.0,11.0,0.06318417267452961,27.0,0.5650430909608811,0.1,100.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
503,103,0.631963137895957,31.0,0.8663331383449363,50.0,11.0,0.35322274056745,31.0,0.8663331383449363,0.1,100.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
504,104,0.5651674587720998,53.0,0.7473283049157136,50.0,12.0,0.023208792683223626,38.0,0.7307673345967457,0.1,100.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
505,105,0.6964476952158213,46.0,0.9951115070408028,50.0,12.0,0.2988525154096138,36.0,0.9732114088383488,0.1,100.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
506,106,0.32530458692787384,32.0,0.4572818795090842,50.0,13.0,0.007387957178475749,24.0,0.4572818795090842,0.1,100.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
507,107,0.6487876653060034,41.0,1.0490101896185338,50.0,13.0,0.7885919151588253,41.0,1.0,0.1,100.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
508,108,0.4425759289238023,34.0,0.6355108531955422,50.0,14.0,0.05733340519410893,25.0,0.6343476117801223,0.1,100.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
509,109,0.5994602566781999,47.0,1.0078940245149224,50.0,14.0,0.05363375404880342,33.0,0.8362417931083918,0.1,100.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
510,110,0.3688470558574034,47.0,0.5566427743772941,50.0,15.0,0.003765168452335147,31.0,0.554557578049819,0.1,100.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
511,111,0.6596333024727804,38.0,0.9386896281866152,50.0,15.0,0.4179564486728462,37.0,0.9200717301023378,0.1,100.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
512,112,0.41397289395858977,40.0,0.6457218103665563,50.0,16.0,0.007256203587263321,26.0,0.6347209381011907,0.1,100.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
513,113,0.5294592176432116,34.0,0.8766939652957371,50.0,16.0,0.2224419285208294,34.0,0.8766182180778542,0.1,100.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
514,114,0.24361375556133966,25.0,0.3691485246512355,50.0,17.0,0.019361366050090555,16.0,0.3690825385438419,0.1,100.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
515,115,0.5634202853163812,27.0,0.8347126304039096,50.0,17.0,0.3204646871486265,27.0,0.8347126304039096,0.1,100.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
516,116,0.5051440302364021,44.0,0.7003079448829027,50.0,18.0,0.02528437736326125,34.0,0.6722362671442963,0.1,100.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
517,117,0.6369619017019073,45.0,0.9841303774654824,50.0,18.0,0.21340280967884265,44.0,0.9841303774654824,0.1,100.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
518,118,0.42366182845420425,41.0,0.597837952601282,50.0,19.0,0.025464082024765973,25.0,0.5919283907386296,0.1,100.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
519,119,0.6861598512672398,50.0,1.0,50.0,19.0,0.7366780999701237,42.0,1.0,0.1,100.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
520,120,0.514782462569325,29.0,0.6297315853968927,50.0,0.0,0.17275761729991645,23.0,0.6297144419737617,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
521,121,0.6021902096165516,25.0,0.7924833139974571,50.0,0.0,0.26565953857039,24.0,0.7886671671136752,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
522,122,0.4406314691334793,50.0,0.5770464435012578,50.0,1.0,0.010424412707998515,28.0,0.5761896746083142,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
523,123,0.7290473589027917,50.0,1.0,50.0,1.0,0.3807411585521801,39.0,0.9793767573093844,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
524,124,0.3783094184027925,29.0,0.5385514751726933,50.0,2.0,0.10263057314146316,17.0,0.5373606223403613,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
525,125,0.6377547565291312,33.0,0.9378083280024776,50.0,2.0,0.0631333643379512,33.0,0.8810710840390571,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
526,126,0.3759475434401782,40.0,0.5008679435703272,50.0,3.0,0.008791070336957507,16.0,0.5002480066836449,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
527,127,0.7304998345647203,40.0,1.0362517206548163,50.0,3.0,0.7228362619173704,40.0,1.0,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
528,128,0.4798792802201715,47.0,0.6929289923819645,50.0,4.0,0.07884099666314016,29.0,0.6926440155929953,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
529,129,0.6895797583874336,41.0,0.9489633859868288,50.0,4.0,0.4773858627040181,41.0,0.9489633859868288,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
530,130,0.5556257800540433,60.0,0.7362793385703374,50.0,5.0,0.0073498826737498565,36.0,0.7350666672438846,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
531,131,0.8100014562689843,44.0,1.0122063172954894,50.0,5.0,0.711610854803005,44.0,1.0,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
532,132,0.4692483842322042,45.0,0.6898426863673006,50.0,6.0,0.02033615224140374,31.0,0.6622108400417881,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
533,133,0.6047333785852481,37.0,0.9389544370362538,50.0,6.0,0.2999198145846928,35.0,0.9147024055452876,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
534,134,0.4901094568040728,53.0,0.6713456838789013,50.0,7.0,0.017797851041049754,35.0,0.6713239468980915,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
535,135,0.658383596225845,50.0,1.0,50.0,7.0,0.4796267842725056,41.0,0.9838369189450904,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
536,136,0.4991382567193857,53.0,0.6601308617801139,50.0,8.0,0.01289576786872508,35.0,0.6571350966550675,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
537,137,0.6918803612393317,46.0,1.0273353198421162,50.0,8.0,0.6201379537089057,45.0,0.9941806226504236,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
538,138,0.4364385977523717,59.0,0.6102160632220404,50.0,9.0,0.014304301134794237,25.0,0.6046507178335248,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
539,139,0.6543903213005288,37.0,0.9219423138233273,50.0,9.0,0.4316490463095195,37.0,0.9125287622070628,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
540,140,0.5129479301546044,30.0,0.7238018104725833,50.0,10.0,0.2053586050060804,27.0,0.7233788212199168,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
541,141,0.6636920972818187,43.0,0.9930924614921466,50.0,10.0,0.3503629990564895,39.0,0.9738631362559514,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
542,142,0.5197334641462337,41.0,0.6335815769206756,50.0,11.0,0.08533086801422428,29.0,0.6335815769206756,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
543,143,0.7464019511429942,42.0,1.1052771277324946,50.0,11.0,0.7565488702614338,42.0,1.0,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
544,144,0.5848111912432955,52.0,0.7534812420054353,50.0,12.0,0.01552870673984393,38.0,0.7519330630788552,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
545,145,0.705231266345029,46.0,0.9971225802693172,50.0,12.0,0.5905553030084684,40.0,0.9961242433627194,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
546,146,0.4187359727241523,42.0,0.6012055424066538,50.0,13.0,0.009222514189858984,24.0,0.5987470851819519,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
547,147,0.6596622444811739,41.0,1.046442373228409,50.0,13.0,0.79619913058392,41.0,1.0,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
548,148,0.4975478162895337,41.0,0.6804087568468609,50.0,14.0,0.057983581483641765,26.0,0.6797926065264529,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
549,149,0.6206564849285904,49.0,1.0206315730546611,50.0,14.0,0.1816570496298037,33.0,0.8564240570695851,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
550,150,0.4422907015687509,49.0,0.6863522127116181,50.0,15.0,0.07316401466493402,29.0,0.648686428314974,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
551,151,0.6796017527571734,37.0,0.9378188077276,50.0,15.0,0.4379047423318767,37.0,0.9378188077276,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
552,152,0.4413921390863267,35.0,0.6553265900676108,50.0,16.0,0.1424578759022438,28.0,0.6524511846644313,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
553,153,0.5732671938559832,35.0,0.9120674783467372,50.0,16.0,0.1852643557990216,33.0,0.8767526252499142,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
554,154,0.3539241155345277,33.0,0.5364965225378935,50.0,17.0,0.04799472039961485,18.0,0.5280682216808247,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
555,155,0.574392883323786,30.0,0.8498937052932045,50.0,17.0,0.31024722993543474,27.0,0.8225423009742528,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
556,156,0.5125772069021615,41.0,0.7194023261816294,50.0,18.0,0.03509840046354155,35.0,0.7151993654279449,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
557,157,0.7022789421843986,47.0,1.053516608035214,50.0,18.0,0.6662878192001618,44.0,1.0,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
558,158,0.4485517500541299,58.0,0.661364078474286,50.0,19.0,0.008008811671624398,28.0,0.6606772227949508,0.1,100.0,Lasso,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
559,159,0.6894126996775185,50.0,1.0,50.0,19.0,0.7403095758301702,47.0,1.0,0.1,100.0,OMP,160.0,0.15,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
560,160,0.5587040328594716,31.0,0.6636456369759971,50.0,0.0,0.1977589517884726,25.0,0.6636456369759971,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
561,161,0.74058501461715,50.0,1.0,50.0,0.0,0.7770883693289523,42.0,1.0,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
562,162,0.4816561602645015,49.0,0.6320440878453251,50.0,1.0,0.013806902091390636,31.0,0.6317897620513104,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
563,163,0.7415102440878828,48.0,1.0039306305946052,50.0,1.0,0.3402222303225823,36.0,0.9584413079723704,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
564,164,0.4210271752962224,31.0,0.5959823127623795,50.0,2.0,0.1156854681843306,23.0,0.5958079851885935,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
565,165,0.6519539855389668,35.0,0.9746621566686086,50.0,2.0,0.4215058510084452,34.0,0.9700373665805048,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
566,166,0.4599566056571581,47.0,0.6326006681673019,50.0,3.0,0.0068569344602190255,21.0,0.6283562786709028,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
567,167,0.7376759726801974,42.0,1.0550839649304773,50.0,3.0,0.7258538376065361,40.0,1.0,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
568,168,0.5022049070020359,45.0,0.7142008113038244,50.0,4.0,0.08863735564974584,29.0,0.7126612908500752,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
569,169,0.6761104844118058,37.0,0.9193572999517474,50.0,4.0,0.43026577819183415,37.0,0.9193572999517474,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
570,170,0.5951845806573801,65.0,0.7651888986147362,50.0,5.0,0.009763271755940158,36.0,0.7640972528154943,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
571,171,0.8138385930623386,50.0,1.0717951788004785,50.0,5.0,0.7229559224797235,43.0,1.0,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
572,172,0.5174495280874715,44.0,0.7091844090128221,50.0,6.0,0.019863421184677803,34.0,0.6867474724860925,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
573,173,0.645763898964822,35.0,0.9108079520597281,50.0,6.0,0.3067038683558462,34.0,0.9108079520597281,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
574,174,0.5238399118111344,60.0,0.7084901845909477,50.0,7.0,0.02372587545099191,35.0,0.7080874156240081,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
575,175,0.6597426562115837,50.0,1.0,50.0,7.0,0.2432469955828799,37.0,0.9554451602578914,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
576,176,0.5221683247607998,53.0,0.6900070057968221,50.0,8.0,0.017181954343141955,35.0,0.689862531490905,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
577,177,0.7061807627999844,48.0,1.0465793119239717,50.0,8.0,0.7540944297250505,44.0,1.0,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
578,178,0.4736241503053434,67.0,0.6673289913528893,50.0,9.0,0.019047760638564632,28.0,0.6518498537281031,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
579,179,0.6751058688339143,37.0,0.9130136943702298,50.0,9.0,0.4390729997870814,36.0,0.9130136943702298,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
580,180,0.5440162340876477,32.0,0.7326221897643997,50.0,10.0,0.2049024593006673,29.0,0.7325584362006089,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
581,181,0.7019891242515216,43.0,0.9961562904220748,50.0,10.0,0.401769313459536,36.0,0.9282445107704124,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
582,182,0.5738699340246801,40.0,0.7076902441633262,50.0,11.0,0.18245034141414845,30.0,0.6975510658647257,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
583,183,0.763956572961558,50.0,1.0,50.0,11.0,0.7646034995743273,42.0,1.0,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
584,184,0.6108551215981575,57.0,0.7782056685489473,50.0,12.0,0.018693614744446616,38.0,0.7782056685489473,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
585,185,0.7352284647234828,47.0,1.0015495711123912,50.0,12.0,0.7389785895378205,41.0,1.0,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
586,186,0.4724858911073607,50.0,0.6637477023165219,50.0,13.0,0.01227900806300368,25.0,0.6576274249641327,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
587,187,0.6763535851538447,49.0,1.0155695189101888,50.0,13.0,0.29685692456369184,31.0,0.9119405715174144,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
588,188,0.5357282705506301,40.0,0.7089791625016261,50.0,14.0,0.10052655967764368,28.0,0.7069129643013121,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
589,189,0.6329176264273862,49.0,1.0243372464130651,50.0,14.0,0.10114646962054334,33.0,0.8755032064176633,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
590,190,0.495575609721286,59.0,0.7516331896381938,50.0,15.0,0.1337907480324041,30.0,0.6997616135953769,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
591,191,0.5842830629342779,56.0,0.9070418561678336,50.0,15.0,0.008915487388536663,40.0,0.9070418561678336,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
592,192,0.4715939255464053,39.0,0.6664981735302404,50.0,16.0,0.15287358124285136,28.0,0.6620799263572676,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
593,193,0.5936282532822134,35.0,0.9217114362690098,50.0,16.0,0.19248599676252146,32.0,0.8894945172430329,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
594,194,0.4288603627276705,34.0,0.6267444643503441,50.0,17.0,0.11672061458115468,21.0,0.6155984218992632,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
595,195,0.6791023175461184,49.0,0.8877584189377348,50.0,17.0,0.30874865929317585,28.0,0.8567305357717762,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
596,196,0.5469595604582512,37.0,0.7914490022449682,50.0,18.0,0.044832496537952495,36.0,0.7593990835217782,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
597,197,0.6815517558325067,42.0,1.0574902188248192,50.0,18.0,0.6784315179185724,42.0,1.0,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
598,198,0.4743865477910984,56.0,0.6803204912154593,50.0,19.0,0.010459304147899813,31.0,0.6799036034217687,0.1,100.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
599,199,0.6955334273153008,50.0,1.0,50.0,19.0,0.7464479156212526,45.0,1.0,0.1,100.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
600,0,2.5183932245798765e-05,0.0,9.166838993804122e-05,10.0,0.0,2.3887309548502428e-05,0.0,9.166838993804122e-05,0.1,140.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
601,1,3.9511913091085786e-08,0.0,1.5246756199613722e-07,10.0,0.0,3.5821487689754414e-08,0.0,1.5246756199613722e-07,0.1,140.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
602,2,3.1698488082254525e-05,0.0,0.00012870503899099886,10.0,1.0,3.286303038405775e-05,0.0,0.00012870503899099886,0.1,140.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
603,3,4.646583531936006e-08,0.0,1.7795353434129934e-07,10.0,1.0,4.3631256106156466e-08,0.0,1.7795353434129934e-07,0.1,140.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
604,4,2.6250780700686005e-05,0.0,0.00010924554873666626,10.0,2.0,2.9156409589208965e-05,0.0,0.00010924554873666626,0.1,140.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
605,5,4.4693379595758155e-08,0.0,1.661806074846793e-07,10.0,2.0,4.2738270647157546e-08,0.0,1.661806074846793e-07,0.1,140.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
606,6,2.5017985252140935e-05,0.0,8.864665036367587e-05,10.0,3.0,2.442775119496529e-05,0.0,8.864665036367587e-05,0.1,140.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
607,7,2.61593036603366e-08,0.0,1.0178948405932207e-07,10.0,3.0,2.843694722861777e-08,0.0,1.0178948405932207e-07,0.1,140.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
608,8,2.38270799297464e-05,0.0,8.69734981722059e-05,10.0,4.0,2.3048021634382305e-05,0.0,8.69734981722059e-05,0.1,140.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
609,9,3.811981613900882e-08,0.0,1.4601784214267954e-07,10.0,4.0,3.7799176461705235e-08,0.0,1.4601784214267954e-07,0.1,140.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
610,10,3.9141997336004605e-05,0.0,0.00014580290192083784,10.0,5.0,3.3719238830919316e-05,0.0,0.00014580290192083784,0.1,140.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
611,11,3.557937098372098e-08,0.0,1.3412229758279692e-07,10.0,5.0,3.3543366913494966e-08,0.0,1.3412229758279692e-07,0.1,140.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
612,12,3.0056003369928016e-05,0.0,0.00011176300360557681,10.0,6.0,2.97883007287105e-05,0.0,0.00011176300360557681,0.1,140.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
613,13,4.0883042558823525e-08,0.0,1.4096910980982985e-07,10.0,6.0,3.544141092220258e-08,0.0,1.4096910980982985e-07,0.1,140.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
614,14,3.0378215653349354e-05,0.0,0.00011453425821821241,10.0,7.0,2.903156498654809e-05,0.0,0.00011453425821821241,0.1,140.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
615,15,3.6456716936948164e-08,0.0,1.328337419186656e-07,10.0,7.0,3.5374355512181044e-08,0.0,1.328337419186656e-07,0.1,140.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
616,16,2.2681050743261906e-05,0.0,8.11660801096612e-05,10.0,8.0,2.2418880240492537e-05,0.0,8.11660801096612e-05,0.1,140.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
617,17,2.6556849395378452e-08,0.0,9.835531563214454e-08,10.0,8.0,2.509310942459229e-08,0.0,9.835531563214454e-08,0.1,140.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
618,18,3.749857021133696e-05,0.0,0.00013959298195588722,10.0,9.0,3.380156047026925e-05,0.0,0.00013959298195588722,0.1,140.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
619,19,3.1307558937057207e-08,0.0,1.2291141464717748e-07,10.0,9.0,3.192959791992578e-08,0.0,1.2291141464717748e-07,0.1,140.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
620,20,3.737865419467453e-05,0.0,0.00013533146858688228,10.0,10.0,3.2695758222761796e-05,0.0,0.00013533146858688228,0.1,140.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
